index,title,description,uri
S134,design process,"Identify the workflow and resource requirements for a particular process, using a variety of tools such as process simulation software, flowcharting and scale models.",http://data.europa.eu/esco/skill/2c28fc20-8a60-4311-8899-5ef8729c05b3
S135,design process for blockchain-based systems,"Design processes for blockchain-based systems which involves the clear identification of problems to be solved through blockchain, specifying the business requirements, identifying a consensus mechanism, choosing the most suitable blockchain platform, designing the blockchain nodes, planning the blockchain configuration, building blockchain APIs, designing user interfaces, and integrating accelerators for optimization. ",http://data.europa.eu/esco/skill/8f32e02a-9290-47ab-ad28-6567bfc2f17a
S136,design user interface,"Create software or device components which enable interaction between humans and systems or machines, using appropriate techniques, languages and tools so as to streamline interaction while using the system or machine.",http://data.europa.eu/esco/skill/fd33c66c-70c4-40e6-b87c-5495bd3bf26e
S137,develop audit plan,"Define all organisational tasks (time, place and order) and develop a checklist concerning the topics to be audited.",http://data.europa.eu/esco/skill/ed0718f6-5823-4c74-9749-2936c9c06203
S138,develop automated migration methods,"Create automated transfer of ICT information between storage types, formats and systems to save human resources from performing the task manually.",http://data.europa.eu/esco/skill/0b0335f3-0aa1-491e-895e-81fc8774a300
S139,develop automated software tests,"Create software test sets in an automated manner, ​using specialised languages or tools, that can be performed by testing tools in order to save resources, gain efficiency and effectiveness in test execution.",http://data.europa.eu/esco/skill/6a322874-e32f-4cd8-9683-badce67a7f73
S140,develop blockchain innovative architectures,Develop new blockchain architectures that address properties and priorities as they are needed by specific applications. Argue the advantages and shortcomings of such new architectures with respect to existing ones.,http://data.europa.eu/esco/skill/01d269d9-b058-4d6c-82a0-3779af9a124b
S141,develop blockchain technology,"Develop and integrate blockchain technology in new or existing ICT infrastructures, and understand the key challenges and solution approaches to this integration.",http://data.europa.eu/esco/skill/93b22bbf-ece1-4e2d-8d47-0c9392c5a4fd
S142,develop code exploits,Create and test software exploits in a controlled environment to uncover and check system bugs or vulnerabilities.,http://data.europa.eu/esco/skill/af313ba1-a39e-49ac-99ec-94630fbe4f7f
S143,develop computer vision system,"Apply and combine different computer vision tools and methods such as image acquisition, image processing, image segmentation and classification, detection, etc. in one system to allow computers to extract information from digital images such as photographs or video.",http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca
S144,develop contingency plans for emergencies,"Compose procedures outlining specific actions to be taken in the event of an emergency, taking into account all the risks and dangers that could be involved, ensuring that the plans comply with safety legislation and represent the safest course of action.",http://data.europa.eu/esco/skill/fa3567c8-a7c1-40de-bac0-a4f5a85b9f1a
S145,develop creative ideas,Developing new artistic concepts and creative ideas.,http://data.europa.eu/esco/skill/8c4c49d4-9708-433f-8ca7-bf2c5211ee49
S146,develop data processing applications,Create a customised software for processing data by selecting and using the appropriate computer programming language in order for an ICT system to produce demanded output based on expected input.,http://data.europa.eu/esco/skill/f9670490-8aa4-4540-b121-d440a8294aab
S147,develop digital content,"Create and edit digital content in different formats, express oneself through digital means.",http://data.europa.eu/esco/skill/5fd5c985-eaaa-47aa-8314-62359c54505a
S148,develop documentation in accordance with legal requirements,"Create professionally written content describing products, applications, components, functions or services in compliance with legal requirements and internal or external standards.",http://data.europa.eu/esco/skill/695c3249-18e7-4435-bdb8-54a16011159d
S149,develop financial statistics reports,Create financial and statistical reports based on collected data which are to be presented to managing bodies of an organisation.,http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349
S150,develop food scanner devices,"Design and develop food scanning technologies that provide information on the level of allergens, chemicals, nutrients, calories and on ingredients in food. ",http://data.europa.eu/esco/skill/ae6c1227-dd33-4df0-a64e-439cfdf948ea
S151,develop ICT device driver,Create a software program that controls the working of an ICT device and its interaction with other applications.,http://data.europa.eu/esco/skill/85616cc4-98bf-4355-9cf1-72ff11752848
S152,develop ICT test suite,Create a series of test cases to check software behaviour versus specifications. These test cases are then to be used during subsequent testing.,http://data.europa.eu/esco/skill/7253d98c-4a6d-4e37-8b6c-accca9f4b639
S153,develop ICT workflow,"Create repeatable patterns of ICT activity within an organisation which enhances the systematic transformations of products, informational processes and services through their production.",http://data.europa.eu/esco/skill/751941a0-5645-4f8b-b97e-b252909d5edb
S154,develop information security strategy,"Create company strategy related to the safety and security of information in order to maximise information integrity, availability and data privacy.",http://data.europa.eu/esco/skill/3579208e-49b3-4ce4-98e7-20e41b1ce8d4
S155,develop information standards,"Develop norms or requirements that establish uniform technical criteria, methods, processes and practices in the information management based on professional experience.",http://data.europa.eu/esco/skill/1b3fc0e0-c6f9-45fc-9c6e-14bbba662979
S156,develop professional network,Reach out to and meet up with people in a professional context. Find common ground and use your contacts for mutual benefit. Keep track of the people in your personal professional network and stay up to date on their activities.,http://data.europa.eu/esco/skill/bf5d77ad-e18c-48d8-83f0-bc79c011c74a
S157,develop professional network with researchers and scientists,"Develop alliances, contacts or partnerships, and exchange information with others. Foster integrated and open collaborations where different stakeholders co-create shared value research and innovations. Develop your personal profile or brand and make yourself visible and available in face-to-face and online networking environments. ",http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386
S158,develop reporting software,Create reporting software and applications used for creating reports on data.,http://data.europa.eu/esco/skill/9d2f77af-4307-4ac5-bc50-a9980cec7e83
S159,develop software prototype,Create a first incomplete or preliminary version of a piece of software application to simulate some specific aspects of the final product.,http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4
S160,develop statistical software,"Participate in the various development stages of computer programs for econometric and statistical analysis, such as research, new product development, prototyping, and maintenance.",http://data.europa.eu/esco/skill/bb165899-d95f-4433-95f2-173fefd716d2
S161,develop strategy to solve problems,"Develop specific goals and plans to prioritise, organise, and accomplish work.",http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800
S162,develop virtual game engine,Create a virtual software framework that abstracts the details of doing common game-related tasks.,http://data.europa.eu/esco/skill/7d5ff73e-7bea-436d-974f-3a51ce24a138
S163,develop with cloud services,"Write code that interacts with cloud services by using APIs, SDKs, and cloud CLI. Write code for serverless applications, translate functional requirements into application design, implement application design into application code. ",http://data.europa.eu/esco/skill/6b643893-0a1f-4f6c-83a1-e7eef75849b9
S164,disseminate results to the scientific community,"Publicly disclose scientific results by any appropriate means, including conferences, workshops, colloquia and scientific publications.",http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1
S165,do cloud refactoring,"Optimise application to best use cloud services and features, migrate existing application code to run on cloud infrastructure.",http://data.europa.eu/esco/skill/38716afc-a93b-44ab-96cc-2ecf67edcf32
S166,draft scientific or academic papers and technical documentation,"Draft and edit scientific, academic or technical texts on different subjects.",http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f
S167,draw design sketches,Create rough pictures to assist in creating and communicating design concepts.,http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8
S168,educate on data confidentiality,"Share information with and instruct users in the risks involved with data, especially risks to the confidentiality, integrity, or availability of data. Educate them on how to ensure data protection.",http://data.europa.eu/esco/skill/6aef2baa-5fa7-4c16-bd28-3e070ec4e4df
S169,engage with stakeholders,"Use a variety of processes that result in mutually negotiated agreements, shared understandings and consensus building. Build partnerships within the work context.",http://data.europa.eu/esco/skill/99c4c69a-025c-464f-adda-874c7f107a31
S170,enhance website visibility,"Promote the website to users, business partners and search engines. Optimise the website exposure to search engines, send out emails, determine pricing and policies and conduct marketing actions.",http://data.europa.eu/esco/skill/ef64005d-75bc-4597-8ed6-717edec5e55e
S171,ensure adherence to organisational ICT standards,"Guarantee that the state of events is in accordance with the ICT rules and procedures described by an organisation for their products, services and solutions.",http://data.europa.eu/esco/skill/b8271c8a-cba6-4baa-80f5-6361af3f07e3
S172,ensure compliance with company regulations,"Guarantee that employees' activities follow company regulations, as implemented through client and corporate guidelines, directives, policies and programmes.",http://data.europa.eu/esco/skill/4cb51222-3e2e-417c-9a5c-e9ccf262721d
S173,ensure compliance with environmental legislation,"Monitor activities and perform tasks ensuring compliance with standards involving environmental protection and sustainability, and amend activities in the case of changes in environmental legislation. Ensure that the processes are compliant with environment regulations and best practices.",http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d
S174,ensure compliance with legal requirements,"Guarantee compliance with established and applicable standards and legal requirements such as specifications, policies, standards or law for the goal that organisations aspire to achieve in their efforts.",http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9
S175,ensure cross-department cooperation,"Guarantee communication and cooperation with all the entities and teams in a given organisation, according to the company strategy.",http://data.europa.eu/esco/skill/b216d9a2-7d4e-4312-8d05-e375f4ab44d8
S176,ensure equipment availability,"Ensure that the necessary equipment is provided, ready and available for use before start of procedures.",http://data.europa.eu/esco/skill/69f23426-9279-4fe6-a283-24c2aa4c855d
S177,ensure information privacy,"Design and implement business processes and technical solutions to guarantee data and information confidentiality in compliance with legal requirements, also considering public expectations and political issues of privacy.",http://data.europa.eu/esco/skill/71717c33-dd63-4acf-b052-a5fd5d9fc490
S178,ensure information security,"Ensure that the information gathered during surveillance or investigations remains in the hands of those authorised to receive and use it, and does not fall into enemy or otherwise non-authorised individuals' hands.",http://data.europa.eu/esco/skill/6833e58b-eceb-4599-9375-1b7e6ec64087
S179,ensure proper document management,"Guarantee that the tracking and recording standards and rules for document management are followed, such as ensuring that changes are identified, that documents remain readable and that obsoleted documents are not used.",http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166
S180,establish an ICT security prevention plan,"Define a comprehensive and proactive strategy for managing information and communication technology (ICT) security risks by establishing a set of measures and responsibilities to ensure the confidentiality, integrity and availability of information. Implement policies to prevent data breaches, detect and respond to unauthorised access to systems and resources, including up-to-date security applications and employee education.",http://data.europa.eu/esco/skill/114c9698-c999-4369-8498-81bf641fe871
S181,establish an Information Security Management System,"Design, apply, monitor and review an Information Security Management System (ISMS) that preserves the confidentiality, integrity and availability of information by applying a risk management process, and gives confidence to interested parties regarding the adequate management of such cybersecurity-related risks.",http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8
S182,establish data processes,"Use ICT tools to apply mathematical, algorithmic or other data manipulation processes in order to create information.",http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec
S183,estimate duration of work,Produce accurate calculations on time necessary to fulfil future technical tasks based on past and present information and observations or plan the estimated duration of individual tasks in a given project.,http://data.europa.eu/esco/skill/e207163b-7963-4c3e-9494-7a4bb000211b
S184,evaluate blockchain architectures,"Evaluate blockchain architectures with respect to their suitability for specific applications, given the specific importance and priorities of architecture properties for these applications.",http://data.europa.eu/esco/skill/4ef13dee-380d-4b76-9034-c4995045303f
S185,evaluate research activities,"Review proposals, progress, impact and outcomes of peer researchers, including through open peer review.
",http://data.europa.eu/esco/skill/39f67488-cfd3-4370-8d7e-da98163102d9
S186,execute analytical mathematical calculations,Apply mathematical methods and make use of calculation technologies in order to perform analyses and devise solutions to specific problems.,http://data.europa.eu/esco/skill/31c69100-b612-4a61-8db5-fd314318854c
S187,execute email marketing,"Conceptualise and write targeted customer emails, manage customer emails for the brand email marketing programmes in order to ensure enhanced profit and improved customer communication and prospection.",http://data.europa.eu/esco/skill/36931cb7-ca3f-4be1-8428-f38eefc8e1ed
S188,execute feasibility study,"Perform the evaluation and assessment of the potential of a project, plan, proposition or new idea. Realise a standardised study which is based on extensive investigation and research to support the process of decision making.",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702
S189,execute ICT audits,"Organise and execute audits in order to evaluate ICT systems, compliance of components of systems, information processing systems and information security. Identify and collect potential critical issues and recommend solutions based on required standards and solutions.",http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3
S190,execute ICT user research activities,"Perform research tasks such as recruitment of participants, scheduling of tasks, collecting of empirical data, data analysis and production of materials in order to assess the interaction of users with an ICT system, program or application.",http://data.europa.eu/esco/skill/a4c2aa71-086f-4a46-b481-2619673c9dfe
S191,execute integration testing,"Perform testing of system or software components grouped in multiple ways to evaluate their ability to interconnect, their interface and their ability to provide global functionality.",http://data.europa.eu/esco/skill/ea412de3-9d7a-4943-8d8c-c6d3c7495d0e
S192,execute social engineering tests,"Perform simulated social engineering attacks to identify vulnerabilities in an organization's security posture. Social engineering tests may involve phishing emails, pretexting, or other forms of manipulation used by attackers to obtain sensitive information or unauthorized access to systems. ",http://data.europa.eu/esco/skill/08a3dcea-12de-447b-a3a5-aa657abc5e97
S193,execute software tests,"Perform tests to ensure that a software product will perform flawlessly under the specified customer requirements and identify software defects (bugs) and malfunctions, using specialised software tools and testing techniques.",http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a
S194,explain blockchain implications,"Explain the consequences, impact, and implications of using blockchain technology on the business processes they drive, as well as on a larger scale, also including social and ecological aspects.",http://data.europa.eu/esco/skill/3a09d732-08b9-4c90-8fd3-34e2d69ce084
S195,explain distributed ledger technologies principles,"Explain the principles of the system architecture underlying distributed ledger technologies (DLT), in particular blockchain. Understand the DLT system architecture in terms of functional components in the core and service layers, the application service platform, DLT services, and external services. Understand the interaction of these components to provide DLT-based functions such as consensus mechanism functions, ledger management functions, smart contract mechanism functions, and distributed application management functions.",http://data.europa.eu/esco/skill/ce2dcc4b-d0a4-4aa4-b84a-a08da3c31d7d
S196,follow company standards,Lead and manage according to the organisation's code of conduct.,http://data.europa.eu/esco/skill/f5f5b244-6cea-4fbc-8a50-8f712791bc09
S197,follow work procedures,Adhere to procedures at work in a structured and systematic manner.,http://data.europa.eu/esco/skill/a23659b1-a8bc-4331-a58d-eef263ca6a14
S198,forecast future ICT network needs,Identify current data traffic and estimate how growth will affect the ICT network.,http://data.europa.eu/esco/skill/8fa840f7-e66a-4370-8e6d-7d554260c31c
S199,forecast organisational risks,"Analyse the operations and actions of a company in order to assess their repercussions, possible risks for the company, and to develop suitable strategies to address these.",http://data.europa.eu/esco/skill/1c08d63d-1c5e-4b9b-ad3e-f7ba7debb2d1
S200,forecast workload,"Predict and define workload needed to be done in a certain amount of time, and the time it would take to perform these tasks.",http://data.europa.eu/esco/skill/875eeec4-fc70-4e6a-80ef-4d18356976e3
S201,gather data for forensic purposes,"Collect protected, fragmented or corrupted data and other online communication. Document and present findings from this process.",http://data.europa.eu/esco/skill/0c766ca3-9364-4203-916b-fed16e4814c1
S202,give live presentation,"Deliver a speech or talk in which a new product, service, idea, or piece of work is demonstrated and explained to an audience.",http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b
S203,handle cybersecurity incidents,"Detect, identify, analyze, and respond, to cybersecurity incidents in an organization's systems or network. It involves incident response plans such as intrusion detection systems, log analysis, and documenting detailed information about potential incidents.",http://data.europa.eu/esco/skill/8181aa4c-42bc-4036-a3d2-5cb6bbb34239
S204,handle data samples,Collect and select a set of data from a population by a statistical or other defined procedure.,http://data.europa.eu/esco/skill/4a193795-fa63-414e-9f2e-bfdb3924571e
S205,identify blockchain innovation opportunities,"Identify blockchain innovation opportunities through the introduction of blockchain-based solutions, within a particular sector, but also across sectors. Understand the consequences of essential blockchain properties such as transparency and security for driving forward innovations.",http://data.europa.eu/esco/skill/1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e
S206,identify customer requirements,"Apply techniques and tools, such as surveys, questionnaires, ICT applications, for eliciting, defining, analysing, documenting and maintaining user requirements from system, service or product.",http://data.europa.eu/esco/skill/0e0c9c11-b39e-43cf-ba95-2fe646f5de64
S207,identify ICT security risks,"Apply methods and techniques to identify potential security threats, security breaches and risk factors using ICT tools for surveying ICT systems, analysing risks, vulnerabilities and threats and evaluating contingency plans.",http://data.europa.eu/esco/skill/fe1c2b32-7fe9-4668-affa-07ff658a68cf
S208,identify ICT system weaknesses,"Analyse the system and network architecture, hardware and software components and data in order to identify weaknesses and vulnerability to intrusions or attacks. Execute diagnostic operations on cyber infrastructure including research, identification, interpretation and categorization of vulnerabilities, associated attacks and malicious code (e.g. malware forensics and malicious network activity). Compare indicators or observables with requirements and review logs to identify evidence of past intrusions.",http://data.europa.eu/esco/skill/dad7e408-162f-46a4-8567-db560e19e2fc
S209,identify ICT user needs,"Determine the needs and requirements of ICT users of a specific system by applying analytical methods, such as target group analysis.",http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54
S210,identify legal requirements,"Conduct research for applicable legal and normative procedures and standards, analyse and derive legal requirements that apply to the organisation, its policies and products.",http://data.europa.eu/esco/skill/b9bf9e17-ae47-417b-bbb1-e8b7c263ccac
S211,identify processes for re-engineering,"Identify potential to restructure a company or part of its operations, e.g. by exploiting information technology.",http://data.europa.eu/esco/skill/553ad092-b799-44c9-a94c-65a84fdc7526
S212,identify software for warehouse management,"Identify relevant software and applications used for warehouse management systems, their characteristics and value added to warehouse management operations.",http://data.europa.eu/esco/skill/772a9c72-abef-4333-9788-f4cb48ad8e08
S213,identify suppliers,"Determine potential suppliers for further negotiation. Take into consideration aspects such as product quality, sustainability, local sourcing, seasonality and coverage of the area. Evaluate the likelihood of obtaining beneficial contracts and agreements with them.",http://data.europa.eu/esco/skill/11747665-0e98-4f27-bd0d-536862cd5746
S214,identify technological needs,Assess needs and identify digital tools and possible technological responses to address them. Adjust and customise digital environments to personal needs (e.g. accessibility).,http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0
S215,implement a firewall,"Download, install and update a network security system designed to prevent unauthorized access to a private network.",http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c
S216,implement a management system,Make and monitor the changes in business processes that are needed to create a system that collectively manage different parts of the business of an organisation.,http://data.europa.eu/esco/skill/b1ef509e-f191-405a-8419-51663b08922e
S217,implement a virtual private network,"Create an encrypted connection between private networks, such as different local networks of a company, over the internet to ensure that only authorized users can access it and that the data cannot be intercepted.",http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95
S218,implement anti-virus software,"Download, install and update software to prevent, detect and remove malicious software, such as computer viruses.",http://data.europa.eu/esco/skill/bb2b4485-2bad-402f-8517-44bf7d9afff4
S219,implement cloud security and compliance,Implement and manage security policies and access controls on cloud. Differentiate between the roles and responsibilities within the shared responsibility model.,http://data.europa.eu/esco/skill/c13fb093-5ffb-491a-b8b7-fa2d42a57e2e
S220,implement corporate governance,"Apply a set of principles and mechanisms by which an organisation is managed and directed, set procedures of information, control flow and decision making, distribute rights and responsibilities among departments and individuals, set corporate objectives and monitor and evaluate actions and results.",http://data.europa.eu/esco/skill/f2c63b7a-ed6c-4890-9f8c-7685d172624c
S221,implement cryptographic constructs,"Implement cryptographic constructs such as hash functions, symmetric-key algorithms, and asymmetric-key algorithms, in the context of specific applications.",http://data.europa.eu/esco/skill/f0163b63-6794-4eb7-b17b-f91d11b2602d
S222,implement data quality processes,"Apply quality analysis, validation and verification techniques on data to check data quality integrity.",http://data.europa.eu/esco/skill/713fb616-118e-40bc-9366-4a69879a49d5
S223,implement data warehousing techniques,"Apply models and tools such as online analytical processing (OLAP) and Online transaction processing (OLTP), to integrate structured or unstructured data from sources, in order to create a central depository of historical and current data.",http://data.europa.eu/esco/skill/fd6d2981-3d4a-4ce2-9741-cfc98c5b74bd
S224,implement front-end website design,Develop website layout and enhance user experience based on provided design concepts.,http://data.europa.eu/esco/skill/c4b1f326-224a-420a-b8b3-814a8f13b6cb
S225,implement ICT network diagnostic tools,"Use software tools or components that monitor ICT network parameters, such as performance and throughput, provide data and statistics, diagnose errors, failures or bottlenecks and support decision making.",http://data.europa.eu/esco/skill/bf7ea00f-db77-4a95-9b9f-2d12b6d9fcb4
S226,implement ICT recovery system,"Create, manage and implement ICT system recovery plan in case of crisis in order to retrieve information and reacquire use of the system.",http://data.europa.eu/esco/skill/fc2f1d4f-a46f-471e-a618-cbd4d0496a53
S227,implement ICT risk management,"Develop and implement procedures for identifying, assessing, treating and mitigating ICT risks, such as hacks or data leaks, according to the company's risk strategy, procedures and policies. Analyse and manage security risks and incidents. Recommend measures to improve digital security strategy.",http://data.europa.eu/esco/skill/69cfc5ed-6569-4aca-a4cc-fd782ba51d9c
S228,implement ICT security policies,"Implement statements, assertions or rules that specify the appropriate use and protection of the ICT assets and systems from an organisation. These ICT security policies cover topics such as data classification, password management, access control and incident response.",http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e
S229,implement smart contracts,"Implement smart contracts for various applications, and in the most important smart contract frameworks such as Bitcoin and Ethereum, and in the most suitable programming languages such as Solidity, Rust, JavaScript, Vyper and Yul.",http://data.europa.eu/esco/skill/89d574b8-f0ea-4ae8-9008-f575e37e9f11
S230,implement spam protection,Install and configure software that supports email-users to filter messages that contain malware or that are unsolicited.,http://data.europa.eu/esco/skill/c2cbbccf-4ffd-4626-86e7-505b39c872a0
S231,implement strategic planning,Take action on the goals and procedures defined at a strategic level in order to mobilise resources and pursue the established strategies.,http://data.europa.eu/esco/skill/f7b5d916-52f0-4865-b6a6-e1a3b711cb5e
S232,improve business processes,Optimise the series of operations of an organisation to achieve efficiency. Analyse and adapt existing business operations in order to set new objectives and meet new goals.,http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14
S233,increase the impact of science on policy and society,"Influence evidence-informed policy and decision making by providing scientific input to and maintaining professional relationships with policymakers and other stakeholders. 
",http://data.europa.eu/esco/skill/4d39b27a-b34f-4c89-8d46-df844d42f728
S234,inform on workplace safety standards,"Inform managers and staff regarding workplace health and safety standards, especially in the case of dangerous environments, such as in the construction or mining industry.",http://data.europa.eu/esco/skill/41437077-2522-49bf-bcb2-083a23d52958
S235,innovate in ICT,"Create and describe new original research and innovation ideas within the field of information and communication technologies, compare to the emerging technologies and trends and plan the development of new ideas.",http://data.europa.eu/esco/skill/8327754d-3990-4056-b07e-4faa49cfcd26
S236,install electronic communication equipment,Set up and deploy digital and analogue electronic communications. Understand electronic diagrams and equipment specifications.,http://data.europa.eu/esco/skill/861cc783-6d4c-442e-9081-3a6e389be454
S237,install signal repeaters,Set up and configure devices which enhance strength of signal of a communication channel to enable proper reception and reproduction in further places.,http://data.europa.eu/esco/skill/f0ff6f10-cbb4-44c0-acd5-ed17046b1396
S238,integrate content into output media,"Compile and integrate media and text content into online and offline systems, such as websites, platforms, applications and social media, for publishing and distribution.",http://data.europa.eu/esco/skill/c0e2f74c-51f0-4020-9756-d190848cf181
S239,integrate gender dimension in research,Take into account in the whole research process the biological characteristics and the evolving social and cultural features of women and men (gender). ,http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d
S240,integrate ICT data,Combine data from sources to provide unified view of the set of these data.,http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc
S241,integrate system components,Select and use integration techniques and tools to plan and implement integration of hardware and software modules and components in a system. ,http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72
S242,interact professionally in research and professional environments,"Show consideration to others as well as collegiality. Listen, give and receive feedback and respond perceptively to others, also involving staff supervision and leadership in a professional setting.",http://data.europa.eu/esco/skill/20a8fe89-d4eb-4698-8521-8881c13377e0
S243,interact with users to gather requirements,Communicate with users to identify their requirements and collect them. Define all relevant user requirements and document them in an understandable and logical way for further analysis and specification.,http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363
S244,interpret current data,"Analyse data gathered from sources such as market data, scientific papers, customer requirements and questionnaires which are current and up-to-date in order to assess development and innovation in areas of expertise.",http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29
S245,interpret electronic design specifications,Analyse and understand detailed electronic design specifications.,http://data.europa.eu/esco/skill/e76dd90d-91c4-49c0-bfd0-dfa2c4c90c81
S246,interpret technical requirements,"Analyse, understand and apply the information provided regarding technical conditions.",http://data.europa.eu/esco/skill/be48353d-25c7-4f86-bea9-7b9e248fbc6e
S247,interpret technical texts,"Read and understand technical texts that provide information on how to perform a task, usually explained in steps.",http://data.europa.eu/esco/skill/85c11255-469f-41bd-a6d1-382bc4a87783
S248,keep task records,Organise and classify records of prepared reports and correspondence related to the performed work and progress records of tasks.,http://data.europa.eu/esco/skill/43b13058-68d0-40c6-8031-caf5a7b7d20c
S249,keep up with the latest information systems solutions,"Gather the latest information on existing information systems solutions which integrate software and hardware, as well as network components.",http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416
S250,lead disaster recovery exercises,"Head exercises which educate people on what to do in case of an unforeseen disastrous event in the functioning or security of ICT systems, such as on recovery of data, protection of identity and information and which steps to take in order to prevent further problems.",http://data.europa.eu/esco/skill/ddb65832-91a7-4157-9488-719a0e2ad87b
S251,liaise with managers,"Liaise with managers of other departments ensuring effective service and communication, i.e. sales, planning, purchasing, trading, distribution and technical.",http://data.europa.eu/esco/skill/f14ff4b7-be1e-4b55-b39b-520005f8a97e
S252,maintain database performance,Calculate values for database parameters. Implement new releases and execute regular maintenance tasks such as establishing backup strategies and eliminating index fragmentation. ,http://data.europa.eu/esco/skill/d6cdef49-b669-4507-91d1-3f959cf98e47
S253,maintain database security,Master a wide variety of information security controls in order to pursue maximal database protection.,http://data.europa.eu/esco/skill/ec85cc63-4e24-4631-bf92-8789db2605c0
S254,maintain ICT identity management,"Administer identification, authentication and authorisation of individuals within a system and control their access to resources by associating user rights and restrictions with the established identity.",http://data.europa.eu/esco/skill/ab49f767-296b-47d5-af56-0b4a69515b03
S255,maintain ICT server,"Diagnose and eliminate hardware faults via repair or replacement. Take preventive measures, review performance, update software, review accessibility.",http://data.europa.eu/esco/skill/f5ac9226-0ace-4d34-a1c3-7b3845834a98
S256,maintain ICT system,Select and apply system and network monitoring techniques. Identify and fix operational problems. Ensure that system's capabilities and efficiency match company specifications.,http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5
S257,maintain information network hardware,"Assess the functionality and identify faults in the infrastructure of an information network, perform routine maintenance tasks which prevent failure and repair tasks in order to ensure permanent availability to system users.",http://data.europa.eu/esco/skill/19c0e68e-6e6c-4698-85dc-ef66a9de2c37
S258,maintain internet protocol configuration,Apply Internet Protocol Configuration (ipconfig) to gather data on Transmission Control Protocol/Internet Protocol (TCP/IP) configuration values in order to identify devices and their IP addresses.,http://data.europa.eu/esco/skill/b9aad733-959a-4178-984f-53e4bd05b420
S259,maintain plan for continuity of operations,"Update methodology which contains steps to ensure that facilities of an organisation are able to continue operating, in case of broad range of unforeseen events.",http://data.europa.eu/esco/skill/909a28ce-d4b6-4567-9b74-d111f1ed9633
S260,maintain relationship with customers,"Build a lasting and meaningful relationship with customers in order to ensure satisfaction and fidelity by providing accurate and friendly advice and support, by delivering quality products and services and by supplying after-sales information and service.",http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae
S261,make data-driven decisions,Collect data such as Key Performance Indicators (KPIs) for an organisation and use the information to formulate actions and strategies.,http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562
S262,make strategic business decisions,"Analyse business information and consult directors for decision making purposes in a varied array of aspects affecting the prospect, productivity and sustainable operation of a company. Consider the options and alternatives to a challenge and make sound rational decisions based on analysis and experience.",http://data.europa.eu/esco/skill/f60c9e52-95fc-4ca1-a73c-18a491153b63
S263,manage a team,"Ensure clear and effective channels of communication across all departments within the organisation and support functions, both internally and externally ensuring that the team is aware of the standards and objectives of the department/business unit. Implement the disciplinary and grievance procedures as required ensuring that a fair and consistent approach to managing performance is consistently achieved. Assist in the recruitment process and manage, train and motivate employees to achieve/exceed their potential using effective performance management techniques. Encourage and develop a team ethic amongst all employees.",http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b
